谢谢	269092
卫生	268694
特点	268513
的一个	267347
身体	266248
范围	266219
状态	266021
从而	265807
一条	265190
之一	265058
降低	264999
具体	264678
平均	264309
现象	264207
声音	262529
一定要	261648
还要	261102
可爱	260995
素质	260604
体系	259961
介绍	259733
表明	258666
给你	258459
力量	258278
他说	258214
世纪	258054
显示	257268
于是	257205
行业	256622
观察	255608
不得	255589
手术	255547
意识	254941
时代	254720
机制	254358
旅游	253397
实行	253313
下午	253120
以前	253000
找到	252531
体育	252465
自由	252395
妈妈	252234
联系	251559
而不	251318
良好	250350
关键	249810
肿瘤	249544
这次	249410
汽车	248973
拥有	248849
业务	248245
他们的	248025
大量	247739
重视	247646
想到	247236
这就	247103
爱你	246472
下去	246349
出了	246257
感到	246214
交通	245964
利益	245882
都没	245856
未来	245008
除了	245004
带来	244237
离开	244025
的东西	243865
电视	243285
当时	243252
认真	242531
记得	242420
来说	242253
困难	241734
首先	241520
方向	241188
讨论	240991
新华	240429
是什么	240332
空间	240233
导致	240231
游戏	238977
专家	238941
委员	238847
指出	238735
民族	238394
先生	237963
香港	237862
明白	237857
我说	237725
二十	237576
今晚	237133
显著	236870
为主	236768
病人	235806
现实	235535
特别是	235444
规范	235124
结束	234439
也许	234265
合理	234067
宣传	234058
指导	233586
的生活	233309
相关	233293
新闻	233255
表达	232985
党的	232266
压力	232205
满足	231418
好像	230365
家庭	230072
发表	229957
在一起	229371
正确	228827
的地方	228675
先进	228363
不少	227801
很大	227616
年代	227433
举行	227112
尤其	227013
操作	226511
一位	226130
一句	225820
以下	225510
神经	225386
金融	225202
生日	225132
也就	224725
之前	224491
的情况	224022
理解	222839
无论	222809
比赛	222170
它们	221543
革命	221523
本报讯	220937
习惯	220933
年轻	220911
增强	220810
看见	220714
作品	220049
就要	219950
改善	219930
更加	219065
重庆	218955
持续	218461
肯定	218437
领域	218408
按照	218334
新华社	218212
期待	218012
模式	217885
优势	217798
一声	217423
你也	217105
死了	216971
相当	216946
加入	216903
及其	216744
银行	216202
土地	215815
年来	215267
同学	215055
面对	214574
女孩	214461
身边	214105
感谢	214034
超过	213720
行动	213674
长期	213231
反映	213215
居然	213197
组成	212855
在这里	212698
评价	212461
下降	212438
故事	212319
明确	211937
然而	211901
战略	211789
适应	211356
职工	211254
规划	210989
青年	210536
需求	210368
值得	210181
的基础	210077
事实	210054
看了	209748
让你	209743
怎样	209579
也可	209486
阶段	209289
出去	209086
不再	209041
都要	208911
的关系	207770
不同的	207712
相对	207649
药物	207383
完善	206998
最高	206935
绝对	206876
曾经	206825
那样	206454
清楚	206271
扩大	206070
集中	205995
用户	205673
晚安	205672
几乎	205524
不管	205490
执行	205230
出版	205135
么？	205117
销售	204952
音乐	204645
电脑	204497
资产	204470
哪里	204326
诊断	204226
证明	204125
及时	204008
建议	203938
机关	203742
又是	203715
恢复	203210
丰富	202944
重大	202638
即使	202446
的时间	201808
经常	201075
体制	200082
语言	200059
似乎	200044
圣诞	199918
想起	199861
刚刚	199781
让人	199755
想要	199375
就可	199273
台湾	199070
到底	198826
温度	198663
变成	198587
它的	198583
商品	197657
上了	197582
来看	197363
电子	197211
深入	197085
浙江	196956
现场	196560
培训	196360
有利	196121
人家	196072
制定	195632
工艺	194816
民主	194728
差异	194534
感染	194210
美元	194167
属于	194000
投入	193855
高度	193720
另外	193672
生物	193667
心中	193519
强调	193364
新年	193360
感情	192912
往往	192618
指标	192001
第一次	191809
回答	191446
看来	191271
连续	191067
成了	190778
规模	190769
都会	190516
之间的	190471
不一	190427
方案	190372
加油	189996
欢迎	189831
手段	189763
必要	189757
普通	189708
物质	189689
意见	189563
观念	189419
位置	189379
时期	189233
会有	188849
死亡	188821
出口	188515
实在	188283
成本	188235
期间	187968
你说	187922
同样	187728
你就	187707
做到	187705
收入	187666
品种	187658
地位	187345
方面的	187265
难以	187246
广大	187229
资本	187052
失去	187043
消息	186849
其它	186818
照片	186543
美丽	186343
解释	186180
国有	186048
的社会	185620
什么？	185555
愿意	185548
加工	185474
的事情	185470
不敢	185278
考试	185245
迅速	185170
面积	185146
特征	185134
检测	185122
才是	184833
一部	184702
不出	183927
复杂	183894
中华	183550
对象	183410
看不	183183
年龄	182627
我看	182514
那一	182317
听到	181893
那里	181847
并且	181729
有一个	181599
对方	181523
那是	181506
广泛	181405
儿童	181141
过来	181114
的感觉	180714
还在	180623
后来	180170
体现	179503
状况	179418
做好	179253
中国人	179224
儿子	179220
相互	179126
自我	178946
犯罪	178837
一件	178691
每次	178493
交流	178263
自身	178224
严格	178083
都在	178016
不足	177705
符合	177226
图片	176900
一张	176314
道德	176031
成果	175834
也会	175810
作出	175784
成立	175671
所谓	175350
正是	174179
办公	174103
文学	174039
对照	173754
安排	173351
表面	173300
太多	173216
适合	173067
职业	173006
星期	172856
加快	172564
态度	172396
父母	172350
独立	172111
遇到	171998
性能	171898
日子	171671
生态	171553
应当	171553
有什么	171207
你还	170789
含量	170738
在于	170720
疾病	170701
有个	170689
最后一	170567
自动	170394
评论	170252
免疫	170051
固定	169966
主动	169442
面前	168996
里面	168952
痛苦	168640
父亲	168436
令人	168298
回到	168174
每年	167980
她们	167928
基础上	167924
程序	167876
情况下	167872
较大	167747
所有的	167568
生长	167457
转移	167411
不起	167401
尽管	167254
动物	167241
这时	166949
的朋友	166760
最终	166735
保障	166691
落实	166637
蛋白	166552
好多	166474
各级	166399
母亲	166332
市场经济	166108
整体	166068
开放	165406
就像	165386
是因为	165225
有限	165211
针对	165133
吃饭	165056
基因	165009
症状	164820
推进	164594
快来	164138
形象	164016
特殊	163624
软件	163580
家里	163477
名字	163390
主席	163369
今日	163324
几年	163289
漂亮	163260
推动	163233
客户	163157
重新	163130
仍然	163056
上述	162878
广州	162818
内部	162751
马上	162692
学会	162543
真心	161910
和我	161493
放弃	161191
最大的	161167
一段	161106
好看	161101
一边	160783
机械	160663
那种	160659
缺乏	160582
不够	160530
一家	160490
运行	160259
商业	160257
巨大	160123
之中	160122
模型	160089
不可能	160060
文明	160014
的方法	159678
关心	159629
一只	159445
制造	159147
早上	159079
突出	158957
的说	158841
中国的	158717
本文	158695
各地	158539
区域	158511
当前	158473
风险	158429
追求	158405
血管	157909
竟然	157701
一生	157691
老人	157610
理想	157448
特色	157388
样子	157267
改造	157184
毕业	157126
书记	157062
作者	156960
国务	156948
掌握	156834
运用	156744
美好	156606
也没有	156578
成绩	156575
主体	156540
方便	156535
给力	156351
立即	156273
结婚	156248
计算机	156130
施工	156101
双方	155900
我觉得	155896
和平	155691
训练	155603
放在	155544
有机	155359
检验	155358
第四	155280
爸爸	155239
年前	154916
种子	154884
一致	154681
现代化	154640
抑制	154431
真实	154362
皮肤	154234
运输	154125
队伍	153793
的声音	153750
再次	153607
就可以	153502
了吗	153404
近年	153243
英国	153187
广告	153030
事件	152979
矛盾	152915
你要	152900
要是	152850
用于	152787
全球	152729
本来	152676
姑娘	152579
正式	152538
高兴	152454
人口	152257
过了	152149
分布	151731
数量	151650
变得	151374
多种	151057
忘记	151032
一片	150726
给予	150690
水声	150690
天气	150395
是由	150301
走了	150231
进步	150008
了个	149685
难道	149526
错过	149379
对不	149328
宝贝	149286
优秀	149257
信号	149223
设施	149178
审计	149104
又不	149081
的路	148947
解放	148860
享受	148820
如果你	148668
这就是	148608
让他	148601
财政	148391
充满	148365
尤其是	148316
一定的	148166
处于	147948
逐步	147818
品牌	147764
有所	147646
测定	147585
更好	147435
下一	147317
大多	147172
意思	147125
集团	146945
两国	146941
是要	146795
道路	146652
微笑	146575
件事	146552
问题的	146462
消失	146227
很有	146209
至少	146187
规律	146157
普遍	146021
集体	145984
就好	145726
一项	145670
来到	145339
药品	145247
感受	145233
在家	145087
女儿	145030
确实	145007
当地	144981
公开	144735
相应	144669
测试	144604
一方	144577
快速	144141
的同时	143971
女性	143867
回去	143836
居民	143785
两人	143771
国外	143762
一场	143756
不如	143683
一会	143188
维护	142977
强烈	142845
营养	142827
避免	142771
成熟	142398
水泥	142387
坐在	142347
那就	142189
站在	141824
交易	141668
免费	141346
良好的	141086
温暖	141081
带着	140952
始终	140910
留下	140834
破坏	140758
大小	140703
太阳	140444
不懂	140340
文章	140302
依然	140174
亲爱	140093
逐渐	140069
经历	139864
兄弟	139835
贷款	139638
效益	139635
感动	139610
就能	139456
比例	139421
如今	139387
推广	139366
就算	139319
天下	139085
精彩	139041
世界上	138930
一份	138925
两种	138895
打开	138852
医生	138705
污染	138474
本身	138417
是谁	138340
上班	138273
协调	138164
概念	138126
保险	138102
杭州	138098
贯彻	137971
做了	137893
疗效	137819
见到	137731
法国	137709
形势	137672
总统	137663
阳光	137632
国民	137586
同一	137410
的孩子	137290
这位	137256
休息	136862
国务院	136672
人物	136626
唯一	136437
大力	136385
构成	136155
伟大	136046
委员会	135759
果然	135599
福建	135518
马克	135340
成员	135003
对他	134958
有利于	134881
如下	134803
很快	134788
从来	134770
情绪	134541
某些	134440
吸引	134365
去看	134358
跟我	134347
好想	134300
玻璃	134193
生存	134125
召开	133975
的变化	133912
有没	133756
刺激	133729
科研	133583
投票	133544
身上	133504
趋势	133408
好吧	133362
经济发展	133297
多年	133183
预防	132980
慢慢	132957
发出	132932
高校	132896
讨厌	132848
亲爱的	132673
危险	132670
动作	132554
限制	132524
购买	132520
因而	132497
脸上	132284
又有	132164
斗争	132030
紧张	131848
食品	131673
相同	131666
哲学	131630
相比	131473
很不	131465
德国	131460
几天	131452
很难	131439
防止	131371
满意	131322
近年来	131130
核心	130658
体验	130602
总结	130554
就业	130473
公路	130419
广东	130406
十二	130392
收到	130375
配合	130290
周围	130289
南京	130056
视频	129609
转变	129543
距离	129468
等待	129331
课程	129233
时尚	129167
小心	129154
系列	129147
韩国	129066
英语	128592
表情	128559
数学	128535
贡献	128515
担心	128433
更新	128398
工人	128258
女子	128174
你看	128021
又一	127923
高速	127912
一阵	127439
依据	127389
加大	127306
贸易	127228
要有	127164
还能	127153
一批	127101
当年	127093
天天	126816
突破	126797
欧洲	126673
提出了	126661
可见	126656
必然	126564
错误	126454
不愿	126427
勋章	126389
呵呵	126332
有没有	125925
山东	125280
真正的	125196
忽然	125184
喜欢的	125118
说道	125048
的确	124965
的原因	124906
各项	124802
说了	124717
损失	124627
主要是	124453
也可以	124405
各位	124315
不行	124287
理由	124249
咖啡	124132
祝福	124046
强度	124018
和你	123905
合同	123826
呼吸	123811
网上	123802
的过程	123778
角度	123684
分子	123562
对你	123420
动力	123376
记忆	123326
老板	123227
医学	123053
探索	123038
出发	122929
吃了	122855
医疗	122811
我知道	122773
反对	122668
在此	122412
内心	122304
损伤	122192
告诉我	122150
都没有	122085
平衡	121723
空气	121414
成长	121374
移动	121289
我自	121233
国家的	121151
决策	121122
获得了	121118
的世界	121021
推出	120819
调节	120611
发布	120543
效率	120512
上升	120317
记录	120198
头发	119914
此时	119846
准确	119761
现在的	119724
挑战	119678
得很	119676
文件	119662
数字	119628
著名	119393
有意	119373
今后	119345
冬天	119282
媒体	119207
彻底	119179
党员	119089
社会的	118902
基地	118897
案件	118865
就没	118803
化学	118689
总理	118540
而已	118396
杂志	118271
更多的	118253
吸收	118141
否则	118038
主义	118006
类型	117888
基金	117810
此外	117638
小说	117568
抓住	117475
学院	117390
提供了	117381
小姐	117232
有奖	117202
承认	117173
最好的	117103
的精神	117058
狮子	117049
也很	116959
估计	116874
一眼	116836
最佳	116789
思维	116779
依法	116533
加上	116473
观点	116346
一口	116317
完了	116233
教授	116108
西方	116088
公共	116060
是很	116031
姐姐	116000
回忆	115939
说谎	115939
文艺	115831
但我	115795
先后	115781
防治	115717
老婆	115662
思考	115545
费用	115412
公里	115403
全省	115382
专门	115380
无聊	115276
妇女	115229
一面	115132
小学	115047
完美	115011
两年	114940
病例	114915
忘了	114913
上午	114713
刚才	114398
申请	114349
看出	114258
大型	114069
客观	114016
浓度	113970
住宅	113905
三十	113855
为此	113832
较高	113663
一旦	113659
的结果	113657
的一种	113614
学术	113479
不必	113423
探讨	113407
举办	113391
强大	113363
权利	113251
纤维	113169
在哪	113160
接触	112929
战争	112867
经典	112612
一时	112519
房间	112386
主题	112343
都能	112343
同意	112320
女生	112217
阳性	112167
平方	112133
各个	112096
那时	112064
后面	112047
是我们	112042
社区	111988
梦想	111986
创作	111932
消费者	111862
伤害	111798
学者	111773
中间	111733
的基础上	111645
深刻	111614
我又	111581
四个	111563
要去	111458
比如	111384
你想	111336
取得了	111214
一块	111115
胜利	110959
产量	110930
更是	110922
不见	110853
还没有	110828
并没	110787
珍惜	110702
再也	110438
说是	110412
完整	110369
鼓励	110347
图书	110285
买了	110152
苹果	110117
或许	110095
懂得	110073
人士	110070
宝宝	109998
这是一	109950
大会	109838
学科	109834
确保	109829
测量	109782
组合	109722
直到	109516
公安	109448
似的	109384
病理	109241
人民的	109039
热情	108898
上面	108897
失败	108878
面临	108878
赶紧	108870
改革开放	108834
即可	108805
对外	108735
小孩	108593
一半	108518
每一个	108517
什么时候	108363
权力	108345
昨晚	108335
寻找	108260
大部	108218
是的	108193
每个人	108180
江苏	107792
邓小平	107776
并不是	107768
马克思	107739
第一个	107692
通知	107659
讲话	107626
个性	107571
百分	107547
从事	107538
等你	107341
自觉	107308
英雄	107187
典型	107140
活性	106999
西部	106943
笔者	106891
却不	106766
引导	106651
深圳	106609
的需要	106468
引进	106382
密切	106312
不喜	106261
指数	106094
病毒	106049
这也	106047
又要	106028
兴趣	105991
涉及	105939
就是这	105932
参数	105910
是以	105905
咱们	105862
法规	105802
访问	105760
附近	105749
明年	105745
显得	105711
事故	105702
局部	105671
眼前	105660
一步	105641
既然	105637
我家	105635
条件下	105571
一系	105564
基层	105470
和他	105258
强化	105184
国人	105174
他就	105168
市民	105111
异常	105073
起床	105000
立刻	104976
怎么办	104974
日前	104956
上有	104956
给了	104875
把握	104868
房子	104809
发病	104746
流行	104721
妻子	104596
办公室	104492
工具	104474
中午	104337
全市	104318
多么	104288
执法	104282
可惜	104255
升级	104219
制作	104193
上市	104016
可怜	103953
的日子	103918
承担	103899
进口	103882
要把	103867
好不	103774
食物	103752
不明	103624
绿色	103611
辛苦	103561
路上	103433
三国	103399
适当	103352
却是	103288
出现了	103242
我喜欢	103224
设置	103126
读者	103093
对此	103016
江泽民	103000
飞机	102997
生日快乐	102964
有时候	102812
力度	102803
文献	102783
淋巴	102696
上下	102609
实力	102591
做出	102546
把这	102410
主人	102249
一辈	102241
部位	102236
走出	102200
好吃	102187
冠军	102166
发达	102129
接着	102121
下面	101946
常常	101792
高等	101747
例如	101728
新浪	101720
颜色	101669
祖国	101432
部队	101419
有关部门	101418
处女	101378
协议	101375
粮食	101264
三年	101257
神马	101256
并没有	101201
一系列	101194
粉丝	101184
判断	100946
不住	100945
外面	100944
宣布	100810
植物	100808
这样一	100729
实际上	100719
物理	100671
由此	100649
使得	100608
中学	100485
平安	100476
不但	100366
全身	100317
得到了	100271
个体	100270
结论	100236
有感	100210
男子	100184
性质	100110
青春	100081
血液	100026
但不	99999
句话	99994
最重	99954
可能是	99866
节目	99857
风格	99805
福州	99733
改进	99696
是为了	99640
走向	99570
射手	99550
帮我	99531
一辈子	99519
轻松	99435
一部分	99384
等方面	99333
舒服	99324
大学生	99279
共产	99221
军事	99074
拒绝	99016
标志	98996
总有	98957
两天	98943
寂寞	98927
上来	98910
考察	98900
中医	98896
外国	98868
看过	98775
四川	98662
分为	98592
战斗	98581
足球	98501
对不起	98496
安装	98429
流动	98428
是指	98420
害怕	98323
分离	98306
尊重	98226
恋爱	98178
想象	98144
是这样	98129
不喜欢	98086
较好	98046
显然	97948
那么多	97947
中共	97837
夫人	97666
味道	97536
成分	97428
允许	97374
乡镇	97336
美女	97151
的情况下	97092
恐怖	97074
循环	97064
起了	97013
反正	96981
各国	96979
上海市	96975
一百	96922
轻轻	96837
笑了	96823
党委	96759
途径	96757
切除	96666
至今	96643
最新	96642
作业	96576
说出	96507
才会	96483
我已经	96395
超级	96380
位于	96349
已成	96300
哥哥	96247
纪念	96239
领导干部	96098
手中	96093
出门	95898
我们在	95897
前面	95862
工资	95849
部长	95805
短信	95708
它是	95707
背景	95616
老公	95568
第五	95563
主任	95514
高于	95268
各类	95245
多次	95228
情感	95085
礼物	95054
人大	95011
我心	94972
道理	94970
时刻	94936
特性	94900
与其	94796
打电话	94793
听说	94779
熟悉	94764
尼玛	94688
总体	94577
重复	94548
也在	94527
优化	94523
可靠	94325
接近	94290
即将	94274
激动	94222
分配	94204
可怕	94158
早期	94057
没有人	94050
会计	93993
切实	93978
大部分	93965
真不	93955
让我们	93900
团结	93873
之外	93831
通常	93823
合格	93754
本人	93750
好运	93743
十五	93720
员工	93719
规则	93610
身份	93595
家长	93576
常规	93243
坚决	92986
但他	92947
地球	92923
成就	92858
效应	92834
也就是	92764
要在	92524
俄罗斯	92479
他还	92461
少年	92452
最重要	92381
最爱	92338
看得	92296
的一切	92293
传播	92292
好久	92257
协会	92251
是从	92115
走到	92026
毫无	92010
供应	91928
在这个	91858
一路	91845
河南	91844
奇怪	91822
互相	91745
这几	91713
彼此	91682
新款	91530
方针	91502
关节	91483
目光	91473
心脏	91452
适用	91441
欣赏	91333
障碍	91323
联合国	91305
少数	91290
文字	91248
我们都	91218
简直	91214
高级	91213
做法	91178
友好	91152
近日	91048
小组	91018
一方面	90906
垃圾	90811
网站	90731
早已	90706
好友	90696
仿佛	90669
来源	90663
一道	90625
哪个	90601
都很	90552
个小时	90486
美的	90430
环节	90377
双鱼	90371
而不是	90370
义务	90360
形态	90309
奖励	90278
还会	90150
别人的	90072
坚强	89977
究竟	89964
试试	89947
动态	89914
单纯	89865
十一	89825
大概	89789
见过	89697
天津	89673
注射	89655
个字	89616
有可能	89602
话说	89586
作了	89502
床上	89499
金牛	89452
丈夫	89374
葡萄	89353
不容	89299
注重	89296
公布	89279
毛泽东	89108
聪明	89102
敏感	89076
没想	89061
的样子	89057
优惠	88996
生理	88941
眼泪	88884
地下	88861
随时	88782
出血	88762
不合	88759
明明	88690
另一个	88663
跟你	88615
男女	88548
人民日报	88487
打算	88476
不良	88460
平台	88443
心灵	88369
铁路	88355
也不会	88304
主持	88232
这件	88223
有一天	88202
产生的	88191
上去	88172
的就是	88079
转化	88061
发育	88060
所在	88047
打击	87918
下载	87916
亚洲	87870
出版社	87852
旅行	87837
有一种	87814
不清	87675
双手	87645
批评	87570
不得不	87535
应该是	87527
兴奋	87498
要做	87402
传统的	87390
付出	87382
消除	87366
观众	87281
研究所	87279
下了	87247
新型	87210
我现在	87190
司法	87090
依靠	87053
实用	87014
得好	86945
的关键	86905
具备	86783
走过	86734
人体	86734
反复	86689
不停	86660
嘿嘿	86651
咨询	86561
黑色	86559
不需	86553
维持	86546
千万	86434
只好	86386
高中	86382
过年	86377
肚子	86305
骨折	86288
很高	86240
把它	86221
意味	86184
加以	86177
的机会	86160
疼痛	86148
那天	86142
天秤	86133
生气	86120
春节	86110
十年	86068
环保	86034
之所	86004
消化	85957
建成	85957
其次	85953
房地	85880
这么多	85851
的目标	85826
停止	85809
色彩	85768
明星	85760
在外	85759
预测	85708
印度	85703
最低	85701
优质	85680
一看	85666
监测	85655
什么事	85636
中国人民	85622
采访	85589
首次	85504
一定会	85499
减轻	85441
发动	85413
白羊	85392
前提	85245
警察	85207
现有	85013
达人	84901
进去	84865
家人	84834
两个人	84780
批准	84762
不久	84725
进展	84718
怀疑	84681
绝不	84527
负责人	84525
的梦	84510
混合	84454
一会儿	84428
中药	84314
职能	84312
淘宝	84225
了啊	84167
人工	84142
股份	84134
更大	84042
称为	83999
羡慕	83974
房地产	83950
外交	83926
旁边	83889
长大	83864
我自己	83859
收费	83838
减肥	83823
智能	83805
一套	83766
错了	83654
市政	83651
资格	83648
争取	83585
一颗	83585
还可以	83548
天然	83516
某种	83463
前后	83452
利润	83427
没事	83425
设立	83414
命运	83316
提前	83245
路线	83209
感冒	83178
补充	83151
都可以	83142
有效的	83024
信用	82946
他也	82924
发行	82896
病变	82866
损害	82864
走进	82860
各自	82818
怎么样	82797
麻烦	82761
浪费	82755
定位	82753
很少	82742
也能	82671
并非	82639
本质	82529
跟着	82445
装置	82436
城镇	82417
发生了	82407
摄影	82368
提示	82290
笑道	82269
大多数	82215
娱乐	82210
东方	82153
证实	82150
更为	82053
反而	82009
一体	81998
一九	81966
看到了	81939
更有	81933
类似	81891
加速	81884
让她	81766
我们要	81711
表演	81710
的眼睛	81708
一笑	81668
足够	81633
武汉	81599
平方米	81583
连接	81565
另一方面	81401
氧化	81369
光棍	81344
但在	81342
还好	81328
厦门	81307
则是	81286
明显的	81257
了什么	81255
金属	81252
最多	81201
温柔	81183
这儿	81153
想法	81152
将在	81117
发展中	81021
指挥	80978
体会	80967
层次	80793
生活中	80752
宗教	80718
治理	80648
曲线	80631
笑容	80607
看完	80597
一句话	80587
便是	80562
风景	80541
朝鲜	80522
正确的	80507
早就	80492
周年	80392
输出	80390
立法	80375
信心	80314
湖南	80300
秘密	80293
饲料	80221
提醒	80136
恶性	80047
尽量	79873
的故事	79869
这张	79849
白色	79791
进来	79733
车辆	79712
望着	79707
但这	79661
通信	79552
出席	79541
进程	79393
形成了	79392
真好	79378
生产力	79367
每日	79299
公民	79288
化疗	79276
包装	79274
沉默	79248
树立	79246
老年	79202
参考	79200
演出	79199
右边	79198
很久	79162
敌人	79135
违法	79125
相应的	79081
流量	79064
的意义	79063
急性	79015
的国家	78944
的力量	78942
放下	78941
经济效益	78918
周期	78859
我省	78852
为何	78840
机遇	78829
用来	78823
展开	78799
尽快	78797
人群	78775
极大	78741
难过	78724
衣服	78645
原理	78630
作家	78485
不对	78477
你们的	78343
初步	78321
星座	78179
链接	78153
区别	78143
曰：	78106
启动	78045
